WDSTL05CD,WDSTL05NM
24UPHJ,Upper Meon Valley
24UPHK,Whiteley
24UPHL,Wickham
24UPHM,Wonston and Micheldever
26UBFQ,Broxbourne
26UBFR,Bury Green
26UBFS,Cheshunt Central
26UBFT,Cheshunt North
26UBFU,Flamstead End
26UBFW,Goffs Oak
26UBFX,Hoddesdon North
26UBFY,Hoddesdon Town
26UBFZ,Rosedale
26UBGA,Rye Park
26UBGB,Theobalds
26UBGC,Waltham Cross
26UBGD,Wormley & Turnford
26UCGF,Adeyfield East
26UCGG,Adeyfield West
26UCGH,Aldbury and Wigginton
26UCGJ,Apsley
26UCGK,Ashridge
26UCGL,Bennetts End
26UCGM,Berkhamsted Castle
26UCGN,Berkhamsted East
26UCGP,Berkhamsted West
26UCGQ,"Bovingdon, Flaunden & Chipperfield"
26UCGR,Boxmoor
26UCGS,Chaulden & Shrubhill
26UCGT,Corner Hall
26UCGU,Gadebridge
26UCGW,Grove Hill
26UCGX,Hemel Hempstead Central
26UCGY,Highfield & St Pauls
26UCGZ,Kings Langley
26UCHA,Leverstock Green
26UCHB,Nash Mills
26UCHC,Northchurch
26UCHD,Tring Central
26UCHE,Tring East
26UCHF,Tring West
26UCHG,Warners End
26UCHH,Watling
26UCHJ,Woodhall
26UDGH,Bishop's Stortford All Saints
26UDGJ,Bishop's Stortford Central
26UDGK,Bishop's Stortford Meads
26UDGL,Bishop's Stortford Silverleys
26UDGM,Bishop's Stortford South
26UDGN,Braughing
26UDGP,Buntingford
26UDGQ,Datchworth & Aston
26UDGR,Great Amwell
26UDGS,Hertford Bengeo
26UDGT,Hertford Castle
26UDGU,Hertford Heath
26UDGW,Hertford Kingsmead
26UDGX,Hertford Rural North
26UDGY,Hertford Rural South
26UDGZ,Hertford Sele
26UDHA,Hunsdon
26UDHB,Little Hadham
26UDHC,Mundens and Cottered
26UDHD,Much Hadham
26UDHE,Puckeridge
26UDHF,Sawbridgeworth
26UDHG,Stanstead Abbots
26UDHH,Thundridge & Standon
26UDHJ,Walkern
26UDHK,Ware Chadwell
26UDHL,Ware Christchurch
26UDHM,Ware St Mary's
26UDHN,Ware Trinity
26UDHP,Watton-at-Stone
26UEFX,Aldenham East
26UEFY,Aldenham West
26UEFZ,Borehamwood Brookmeadow
26UEGA,Borehamwood Cowley Hill
26UEGB,Borehamwood Hillside
26UEGC,Borehamwood Kenilworth
26UEGD,Bushey Heath
26UEGE,Bushey North
26UEGF,Bushey Park
26UEGG,Bushey St James
26UEGH,Elstree
26UEGJ,Potters Bar Furzefield
26UEGK,Potters Bar Oakmere
26UEGL,Potters Bar Parkfield
26UEGM,Shenley
26UFGC,Arbury
26UFGD,Baldock East
26UFGE,Baldock Town
26UFGF,Cadwell
26UFGG,Codicote
26UFGH,Ermine
26UFGJ,Graveley & Wymondley
26UFGK,Hitchin Bearton
26UFGL,Hitchin Highbury
26UFGM,Hitchin Oughton
26UFGN,Hitchin Priory
26UFGP,Hitchin Walsworth
26UFGQ,Hitchwood
26UFGR,Hoo
26UFGS,Kimpton
26UFGT,Knebworth
26UFGU,Letchworth East
26UFGW,Letchworth Grange
26UFGX,Letchworth South East
26UFGY,Letchworth South West
26UFGZ,Letchworth Wilbury
26UFHA,Offa
26UFHB,Royston Heath
26UFHC,Royston Meridian
26UFHD,Royston Palace
26UFHE,Weston and Sandon
26UGFX,Ashley
26UGFY,Batchwood
26UGFZ,Clarence
26UGGA,Colney Heath
26UGGB,Cunningham
26UGGC,Harpenden East
26UGGD,Harpenden North
26UGGE,Harpenden South
26UGGF,Harpenden West
26UGGG,London Colney
26UGGH,Marshalswick North
26UGGJ,Marshalswick South
26UGGK,Park Street
26UGGL,Redbourn
26UGGM,St Peters
26UGGN,St Stephen
26UGGP,Sandridge
26UGGQ,Sopwell
26UGGR,Verulam
26UGGS,Wheathampstead
26UHFQ,Bandley Hill
26UHFR,Bedwell
26UHFS,Chells
26UHFT,Longmeadow
26UHFU,Manor
26UHFW,Martins Wood
26UHFX,Old Town
26UHFY,Pin Green
26UHFZ,Roebuck
26UHGA,St Nicholas
26UHGB,Shephall
26UHGC,Symonds Green
26UHGD,Woodfield
26UJFX,Abbots Langley
26UJFY,Ashridge
26UJFZ,Bedmond & Primrose Hill
26UJGA,Carpenders Park
26UJGB,Chorleywood East
26UJGC,Chorleywood West
26UJGD,Croxley Green
26UJGE,Croxley Green North
26UJGF,Croxley Green South
26UJGG,Hayling
26UJGH,Langleybury
26UJGJ,Leavesden
26UJGK,Maple Cross & Mill End
26UJGL,Moor Park & Eastbury
26UJGM,Northwick
26UJGN,Oxhey Hall
26UJGP,Penn
26UJGQ,Rickmansworth
26UJGR,Rickmansworth West
26UJGS,Sarratt
26UKFN,Callowland
26UKFP,Central
26UKFQ,Holywell
26UKFR,Leggatts
26UKFS,Meriden
26UKFT,Nascot
26UKFU,Oxhey
26UKFW,Park
26UKFX,Stanborough
26UKFY,Tudor
26UKFZ,Vicarage
26UKGA,Woodside
26ULGJ,Brookmans Park and Little Heath
26ULGK,Haldens
26ULGL,Handside
26ULGM,Hatfield Central
26ULGN,Hatfield East
26ULGP,Hatfield North
26ULGQ,Hatfield South
26ULGR,Hatfield West
26ULGS,Hollybush
26ULGT,Howlands
26ULGU,Northaw
26ULGW,Panshanger
26ULGX,Peartree
26ULGY,Sherrards
26ULGZ,Welham Green
26ULHA,Welwyn North
26ULHB,Welwyn South
29UBGZ,Aylesford Green
29UBHA,Beaver
29UBHB,Biddenden
29UBHC,Bockhanger
29UBHD,Boughton Aluph and Eastwell
29UBHE,Bybrook
29UBHF,Charing
29UBHG,Downs North
29UBHH,Downs West
29UBHJ,Godinton
29UBHK,Great Chart with Singleton North
29UBHL,Highfield
29UBHM,Isle of Oxney
29UBHN,Kennington
29UBHP,Little Burton Farm
29UBHQ,Norman
29UBHR,North Willesborough
29UBHS,Park Farm North
29UBHT,Park Farm South
29UBHU,Rolvenden and Tenterden West
29UBHW,St Michaels
29UBHX,Saxon Shore
29UBHY,Singleton South
29UBHZ,South Willesborough
29UBJA,Stanhope
29UBJB,Stour
29UBJC,Tenterden North
29UBJD,Tenterden South
29UBJE,Victoria
29UBJF,Washford
29UBJG,Weald Central
29UBJH,Weald East
29UBJJ,Weald North
29UBJK,Weald South
29UBJL,Wye
29UCGC,Barham Downs
29UCGD,Barton
29UCGE,Blean Forest
29UCGF,Chartham and Stone Street
29UCGG,Chestfield and Swalecliffe
29UCGH,Gorrell
29UCGJ,Greenhill and Eddington
29UCGK,Harbledown
29UCGL,Harbour
29UCGM,Herne and Broomfield
29UCGN,Heron
29UCGP,Little Stour
29UCGQ,Marshside
29UCGR,North Nailbourne
29UCGS,Northgate
29UCGT,Reculver
29UCGU,St Stephens
29UCGW,Seasalter
29UCGX,Sturry North
29UCGY,Sturry South
29UCGZ,Tankerton
29UCHA,West Bay
29UCHB,Westgate
29UCHC,Wincheap
29UDGA,Bean and Darenth
29UDGB,Brent
29UDGC,Castle
29UDGD,Greenhithe
29UDGE,Heath
29UDGF,Joyce Green
29UDGG,Joydens Wood
29UDGH,Littlebrook
29UDGJ,"Longfield, New Barn and Southfleet"
29UDGK,Newtown
29UDGL,Princes
29UDGM,Stone
29UDGN,Sutton-at-Hone and Hawley
29UDGP,Swanscombe
29UDGQ,Town
29UDGR,West Hill
29UDGS,Wilmington
29UEGJ,Aylesham
29UEGK,Buckland
29UEGL,Capel-le-Ferne
29UEGM,Castle
29UEGN,Eastry
29UEGP,Eythorne and Shepherdswell
29UEGQ,Little Stour and Ashstone
29UEGR,Lydden and Temple Ewell
29UEGS,"Maxton, Elms Vale and Priory"
29UEGT,Middle Deal and Sholden
29UEGU,Mill Hill
29UEGW,North Deal
29UEGX,Ringwould
29UEGY,River
29UEGZ,St Margaret's-at-Cliffe
29UEHA,St Radigunds
29UEHB,Sandwich
29UEHC,Tower Hamlets
29UEHD,Town and Pier
29UEHE,Walmer
29UEHF,Whitfield
29UGFW,Central
29UGFX,Chalk
29UGFY,Coldharbour
29UGFZ,Higham
29UGGA,Istead Rise
29UGGB,Meopham North
29UGGC,Meopham South and Vigo
29UGGD,Northfleet North
29UGGE,Northfleet South
29UGGF,Painters Ash
29UGGG,Pelham
29UGGH,Riverside
29UGGJ,Riverview
29UGGK,"Shorne, Cobham and Luddesdown"
29UGGL,Singlewell
29UGGM,Westcourt
29UGGN,Whitehill
29UGGP,Woodlands
29UHGF,Allington
29UHGG,Barming
29UHGH,Bearsted
29UHGJ,Boughton Monchelsea and Chart Sutton
29UHGK,Boxley
29UHGL,Bridge
29UHGM,Coxheath and Hunton
29UHGN,Detling and Thurnham
29UHGP,Downswood and Otham
29UHGQ,East
29UHGR,Fant
29UHGS,Harrietsham and Lenham
29UHGT,Headcorn
29UHGU,Heath
29UHGW,High Street
29UHGX,Leeds
29UHGY,Loose
29UHGZ,Marden and Yalding
29UHHA,North
29UHHB,North Downs
29UHHC,Park Wood
29UHHD,Shepway North
29UHHE,Shepway South
29UHHF,South
29UHHG,Staplehurst
29UHHH,Sutton Valence and Langley
29UKGK,Ash
29UKGL,"Brasted, Chevening and Sundridge"
29UKGM,Cowden and Hever
29UKGN,Crockenhill and Well Hill
29UKGP,Dunton Green and Riverhead
29UKGQ,Edenbridge North and East
29UKGR,Edenbridge South and West
29UKGS,Eynsford
29UKGT,"Farningham, Horton Kirby and South Darenth"
29UKGU,Fawkham and West Kingsdown
29UKGW,"Halstead, Knockholt and Badgers Mount"
29UKGX,Hartley and Hodsoll Street
29UKGY,Hextable
29UKGZ,Kemsing
29UKHA,Leigh and Chiddingstone Causeway
29UKHB,Otford and Shoreham
29UKHC,"Penshurst, Fordcombe and Chiddingstone"
29UKHD,Seal and Weald
29UKHE,Sevenoaks Eastern
29UKHF,Sevenoaks Kippington
29UKHG,Sevenoaks Northern
29UKHH,Sevenoaks Town and St John's
29UKHJ,Swanley Christchurch and Swanley Village
29UKHK,Swanley St Mary's
29UKHL,Swanley White Oak
29UKHM,Westerham and Crockham Hill
29ULGC,Dymchurch and St Mary's Bay
29ULGD,Elham and Stelling Minnis
29ULGE,Folkestone Cheriton
29ULGF,Folkestone East
29ULGG,Folkestone Foord
29ULGH,Folkestone Harbour
29ULGJ,Folkestone Harvey Central
29ULGK,Folkestone Harvey West
29ULGL,Folkestone Morehall
29ULGM,Folkestone Park
29ULGN,Folkestone Sandgate
29ULGP,Hythe Central
29ULGQ,Hythe East
29ULGR,Hythe West
29ULGS,Lydd
29ULGT,Lympne and Stanford
29ULGU,New Romney Coast
29ULGW,New Romney Town
29ULGX,North Downs East
29ULGY,North Downs West
29ULGZ,Romney Marsh
29ULHA,Tolsford
29UMGC,Abbey
29UMGD,Borden
29UMGE,Boughton and Courtenay
29UMGF,Chalkwell
29UMGG,Davington Priory
29UMGH,East Downs
29UMGJ,Grove
29UMGK,"Hartlip, Newington and Upchurch"
29UMGL,Iwade and Lower Halstow
29UMGM,Kemsley
29UMGN,Leysdown and Warden
29UMGP,Milton Regis
29UMGQ,Minster Cliffs
29UMGR,Murston
29UMGS,Queenborough and Halfway
29UMGT,Roman
29UMGU,St Ann's
29UMGW,St Michaels
29UMGX,Sheerness East
29UMGY,Sheerness West
29UMGZ,Sheppey Central
29UMHA,Teynham and Lynsted
29UMHB,Watling
29UMHC,West Downs
29UMHD,Woodstock
29UNGE,Beacon Road
29UNGF,Birchington North
29UNGG,Birchington South
29UNGH,Bradstowe
29UNGJ,Central Harbour
29UNGK,Cliffsend and Pegwell
29UNGL,Cliftonville East
29UNGM,Cliftonville West
29UNGN,Dane Valley
29UNGP,Eastcliff
29UNGQ,Garlinge
29UNGR,Kingsgate
29UNGS,Margate Central
29UNGT,Nethercourt
29UNGU,Newington
29UNGW,Northwood
29UNGX,St Peters
29UNGY,Salmestone
29UNGZ,Sir Moses Montefiore
29UNHA,Thanet Villages
29UNHB,Viking
29UNHC,Westbrook
29UNHD,Westgate-on-Sea
29UPHJ,Aylesford
29UPHK,Blue Bell Hill and Walderslade
29UPHL,Borough Green and Long Mill
29UPHM,"Burham, Eccles and Wouldham"
29UPHN,Cage Green
29UPHP,Castle
29UPHQ,Ditton
29UPHR,Downs
29UPHS,East Malling
29UPHT,East Peckham and Golden Green
29UPHU,"Hadlow, Mereworth and West Peckham"
29UPHW,Higham
29UPHX,Hildenborough
29UPHY,Ightham
29UPHZ,Judd
29UPJA,Kings Hill
29UPJB,Larkfield North
29UPJC,Larkfield South
29UPJD,Medway
29UPJE,Snodland East
29UPJF,Snodland West
29UPJG,Trench
29UPJH,Vauxhall
29UPJJ,Wateringbury
29UPJK,West Malling and Leybourne
29UPJL,Wrotham
29UQGB,Benenden and Cranbrook
29UQGC,Brenchley and Horsmonden
29UQGD,Broadwater
29UQGE,Capel
29UQGF,Culverden
29UQGG,Frittenden and Sissinghurst
29UQGH,Goudhurst and Lamberhurst
29UQGJ,Hawkhurst and Sandhurst
29UQGK,Paddock Wood East
29UQGL,Paddock Wood West
29UQGM,Pantiles and St Mark's
29UQGN,Park
29UQGP,Pembury
29UQGQ,Rusthall
29UQGR,St James'
29UQGS,St John's
29UQGT,Sherwood
29UQGU,Southborough and High Brooms
29UQGW,Southborough North
29UQGX,Speldhurst and Bidborough
30UDGQ,Bank Hall
30UDGR,Briercliffe
30UDGS,Brunshaw
30UDGT,Cliviger with Worsthorne
30UDGU,Coal Clough with Deerplay
30UDGW,Daneshouse with Stoneyholme
30UDGX,Gannow
30UDGY,Gawthorpe
30UDGZ,Hapton with Park
30UDHA,Lanehead
30UDHB,Queensgate
30UDHC,Rosegrove with Lowerhouse
30UDHD,Rosehill with Burnley Wood
30UDHE,Trinity
30UDHF,Whittlefield with Ightenhill
30UEFZ,Adlington and Anderton
30UEGA,Astley and Buckshaw
30UEGB,Brindle and Hoghton
30UEGC,Chisnall
30UEGD,Chorley East
30UEGE,Chorley North East
30UEGF,Chorley North West
30UEGG,Chorley South East
30UEGH,Chorley South West
30UEGJ,Clayton-le-Woods and Whittle-le-Woods
30UEGK,Clayton-le-Woods North
30UEGL,Clayton-le-Woods West and Cuerden
30UEGM,Coppull
30UEGN,Eccleston and Mawdesley
30UEGP,Euxton North
30UEGQ,Euxton South
30UEGR,Heath Charnock and Rivington
30UEGS,Lostock
30UEGT,Pennine
30UEGU,Wheelton and Withnell
30UFFZ,Ansdell
30UFGA,Ashton
30UFGB,Central
30UFGC,Clifton
30UFGD,Elswick and Little Eccleston
30UFGE,Fairhaven
30UFGF,Freckleton East
30UFGG,Freckleton West
30UFGH,Heyhouses
30UFGJ,Kilnhouse
30UFGK,Kirkham North
30UFGL,Kirkham South
30UFGM,Medlar-with-Wesham
30UFGN,Newton and Treales
30UFGP,Park
30UFGQ,Ribby-with-Wrea
30UFGR,St Johns
30UFGS,St Leonards
30UFGT,Singleton and Greenhalgh
30UFGU,Staining and Weeton
30UFGW,Warton and Westby
30UGFT,Altham
30UGFU,Barnfield
30UGFW,Baxenden
30UGFX,Central
30UGFY,Church
30UGFZ,Clayton-le-Moors
30UGGA,Huncoat
30UGGB,Immanuel
30UGGC,Milnshaw
30UGGD,Netherton
30UGGE,Overton
30UGGF,Peel
30UGGG,Rishton
30UGGH,St Andrew's
30UGGJ,St Oswald's
30UGGK,Spring Hill
30UHGG,Bare
30UHGH,Bolton-le-Sands
30UHGJ,Bulk
30UHGK,Carnforth
30UHGL,Castle
30UHGM,Duke's
30UHGN,Ellel
30UHGP,Halton-with-Aughton
30UHGQ,Harbour
30UHGR,Heysham Central
30UHGS,Heysham North
30UHGT,Heysham South
30UHGU,John O'Gaunt
30UHGW,Kellet
30UHGX,Lower Lune Valley
30UHGY,Overton
30UHGZ,Poulton
30UHHA,Scotforth East
30UHHB,Scotforth West
30UHHC,Silverdale
30UHHD,Skerton East
30UHHE,Skerton West
30UHHF,Slyne-with-Hest
30UHHG,Torrisholme
30UHHH,University
30UHHJ,Upper Lune Valley
30UHHK,Warton
30UHHL,Westgate
30UJFW,Barrowford
30UJFX,Blacko and Higherford
30UJFY,Boulsworth
30UJFZ,Bradley
30UJGA,Brierfield
30UJGB,Clover Hill
30UJGC,Coates
30UJGD,Craven
30UJGE,Earby
30UJGF,Foulridge
30UJGG,Higham and Pendleside
30UJGH,Horsfield
30UJGJ,Marsden
30UJGK,Old Laund Booth
30UJGL,Reedley
30UJGM,Southfield
30UJGN,Vivary Bridge
30UJGP,Walverden
30UJGQ,Waterside
30UJGR,Whitefield
30UKFW,Ashton
30UKFX,Brookfield
30UKFY,Cadley
30UKFZ,College
30UKGA,Deepdale
30UKGB,Fishwick
30UKGC,Garrison
30UKGD,Greyfriars
30UKGE,Ingol
30UKGF,Larches
30UKGG,Lea
30UKGH,Moor Park
30UKGJ,Preston Rural East
30UKGK,Preston Rural North
30UKGL,Ribbleton
30UKGM,Riversway
30UKGN,St George's
30UKGP,St Matthew's
30UKGQ,Sharoe Green
30UKGR,Town Centre
30UKGS,Tulketh
30UKGT,University
30ULGB,"Aighton, Bailey and Chaigley"
30ULGC,Alston and Hothersall
30ULGD,Billington and Old Langho
30ULGE,"Bowland, Newton and Slaidburn"
30ULGF,Chatburn
30ULGG,Chipping
30ULGH,Clayton-le-Dale with Ramsgreave
30ULGJ,Derby and Thornley
30ULGK,Dilworth
30ULGL,Edisford and Low Moor
30ULGM,"Gisburn, Rimington"
30ULGN,Langho
30ULGP,Littlemoor
30ULGQ,Mellor
30ULGR,Primrose
30ULGS,Read and Simonstone
30ULGT,Ribchester
30ULGU,Sabden
30ULGW,St Mary's
30ULGX,Salthill
30ULGY,Waddington and West Bradford
30ULGZ,Whalley
30ULHA,Wilpshire
30ULHB,Wiswell and Pendleton
30UMFP,Cribden
30UMFQ,Eden
30UMFR,Facit and Shawforth
30UMFS,Goodshaw
30UMFT,Greenfield
30UMFU,Greensclough
30UMFW,Hareholme
30UMFX,Healey and Whitworth
30UMFY,Helmshore
30UMFZ,Irwell
30UMGA,Longholme
30UMGB,Stacksteads
30UMGC,Whitewell
30UMGD,Worsley
30UNFZ,Bamber Bridge East
30UNGA,Bamber Bridge North
30UNGB,Bamber Bridge West
30UNGC,Broad Oak
30UNGD,Charnock
30UNGE,Coupe Green and Gregson Lane
30UNGF,Earnshaw Bridge
30UNGG,Farington East
30UNGH,Farington West
30UNGJ,Golden Hill
30UNGK,Howick and Priory
30UNGL,Kingsfold
30UNGM,Leyland Central
30UNGN,Leyland St. Ambrose
30UNGP,Leyland St. Mary's
30UNGQ,Little Hoole and Much Hoole
30UNGR,Longton and Hutton West
30UNGS,Lostock Hall
30UNGT,Lowerhouse
30UNGU,Middleforth
30UNGW,Moss Side
30UNGX,New Longton and Hutton East
30UNGY,Samlesbury and Walton
30UNGZ,Seven Stars
30UNHA,Tardy Gate
30UNHB,Walton-le-Dale
30UNHC,Whitefield
30UPGD,Ashurst
30UPGE,Aughton and Downholland
30UPGF,Aughton Park
30UPGG,Bickerstaffe
30UPGH,Birch Green
30UPGJ,Burscough East
30UPGK,Burscough West
30UPGL,Derby
30UPGM,Digmoor
30UPGN,Halsall
30UPGP,Hesketh-with-Becconsall
30UPGQ,Knowsley
30UPGR,Moorside
30UPGS,Newburgh
30UPGT,North Meols
30UPGU,Parbold
30UPGW,Rufford
30UPGX,Scarisbrick
30UPGY,Scott
30UPGZ,Skelmersdale North
30UPHA,Skelmersdale South
30UPHB,Tanhouse
30UPHC,Tarleton
30UPHD,Up Holland
30UPHE,Wrightington
30UQGE,Bourne
30UQGF,Breck
30UQGG,Brock
30UQGH,Cabus
30UQGJ,Calder
30UQGK,Carleton
30UQGL,Catterall
30UQGM,Cleveleys Park
30UQGN,Garstang
30UQGP,Great Eccleston
30UQGQ,Hambleton and Stalmine-with-Staynall
30UQGR,Hardhorn
30UQGS,High Cross
30UQGT,Jubilee
30UQGU,Mount
30UQGW,Norcross
30UQGX,Park
30UQGY,Pharos
30UQGZ,Pilling
30UQHA,Preesall
30UQHB,Rossall
30UQHC,Staina
30UQHD,Tithebarn
30UQHE,Victoria
30UQHF,Warren
30UQHG,Wyresdale
31UBFY,Blaby South
31UBFZ,Cosby with South Whetstone
31UBGA,Countesthorpe
31UBGB,Croft Hill
31UBGC,Ellis
31UBGD,Enderby and St John's
31UBGE,Fairestone
31UBGF,Forest
31UBGG,Millfield
31UBGH,Muxloe
31UBGJ,Narborough and Littlethorpe
31UBGK,Normanton
31UBGL,North Whetstone
31UBGM,Pastures
31UBGN,Ravenhurst and Fosse
31UBGP,Saxondale
31UBGQ,Stanton and Flamville
31UBGR,Winstanley
31UCGG,Anstey
31UCGH,Barrow and Sileby West
31UCGJ,Birstall Wanlip
31UCGK,Birstall Watermead
31UCGL,East Goscote
31UCGM,Forest Bradgate
31UCGN,Loughborough Ashby
31UCGP,Loughborough Dishley and Hathern
31UCGQ,Loughborough Garendon
31UCGR,Loughborough Hastings
31UCGS,Loughborough Lemyngton
31UCGT,Loughborough Nanpantan
31UCGU,Loughborough Outwoods
31UCGW,Loughborough Shelthorpe
31UCGX,Loughborough Southfields
31UCGY,Loughborough Storer
31UCGZ,Mountsorrel
31UCHA,Queniborough
31UCHB,Quorn and Mountsorrel Castle
31UCHC,Rothley and Thurcaston
31UCHD,Shepshed East
31UCHE,Shepshed West
31UCHF,Sileby
31UCHG,Syston East
31UCHH,Syston West
31UCHJ,The Wolds
31UCHK,Thurmaston
31UCHL,Wreake Villages
31UDGD,Billesdon
31UDGE,Bosworth
31UDGF,Broughton Astley-Astley
31UDGG,Broughton Astley-Broughton
31UDGH,Broughton Astley-Primethorpe
31UDGJ,Broughton Astley-Sutton
31UDGK,Dunton
31UDGL,Fleckney
31UDGM,Glen
31UDGN,Kibworth
31UDGP,Lubenham
31UDGQ,Lutterworth Brookfield
31UDGR,Lutterworth Orchard
31UDGS,Lutterworth Springs
31UDGT,Lutterworth Swift
31UDGU,Market Harborough-Great Bowden and Arden
31UDGW,Market Harborough-Little Bowden
31UDGX,Market Harborough-Logan
31UDGY,Market Harborough-Welland
31UDGZ,Misterton
31UDHA,Nevill
31UDHB,Peatling
31UDHC,Thurnby and Houghton
31UDHD,Tilton
31UDHE,Ullesthorpe
31UEFU,Ambien
31UEFW,"Barlestone, Nailstone and Osbaston"
31UEFX,Barwell
31UEFY,Burbage St Catherines and Lash Hill
31UEFZ,Burbage Sketchley and Stretton
31UEGA,"Cadeby, Carlton and Market Bosworth with Shackerstone"
31UEGB,Earl Shilton
31UEGC,Groby
31UEGD,Hinckley Castle
31UEGE,Hinckley Clarendon
31UEGF,Hinckley De Montfort
31UEGG,Hinckley Trinity
31UEGH,"Markfield, Stanton and Fieldhead"
31UEGJ,Newbold Verdon with Desford and Peckleton
31UEGK,"Ratby, Bagworth and Thornton"
31UEGL,Twycross and Witherley with Sheepy
31UGFT,Asfordby
31UGFU,Bottesford
31UGFW,Croxton Kerrial
31UGFX,Frisby-on-the-Wreake
31UGFY,Gaddesby
31UGFZ,Long Clawson and Stathern
31UGGA,Melton Craven
31UGGB,Melton Dorian
31UGGC,Melton Egerton
31UGGD,Melton Newport
31UGGE,Melton Sysonby
31UGGF,Melton Warwick
31UGGG,Old Dalby
31UGGH,Somerby
31UGGJ,Waltham-on-the-Wolds
31UGGK,Wymondham
31UHFZ,Appleby
31UHGA,Ashby Castle
31UHGB,Ashby Holywell
31UHGC,Ashby Ivanhoe
31UHGD,Bardon
31UHGE,Breedon
31UHGF,Castle Donington
31UHGG,Coalville
31UHGH,Greenhill
31UHGJ,Hugglescote
31UHGK,Ibstock and Heather
31UHGL,Kegworth and Whatton
31UHGM,Measham
31UHGN,Moira
31UHGP,Oakthorpe and Donisthorpe
31UHGQ,Ravenstone and Packington
31UHGR,Snibston
31UHGS,Thringstone
31UHGT,Valley
31UHGU,Whitwick
31UJFL,Oadby Brocks Hill
31UJFM,Oadby Grange
31UJFN,Oadby St Peter's
31UJFP,Oadby Uplands
31UJFQ,Oadby Woodlands
31UJFR,South Wigston
31UJFS,Wigston All Saints
31UJFT,Wigston Fields
31UJFU,Wigston Meadowcourt
31UJFW,Wigston St Wolstan's
32UBFT,Central
32UBFU,Coastal
32UBFW,Fenside
32UBFX,Fishtoft
32UBFY,Five Village
32UBFZ,Frampton and Holme
32UBGA,Kirton
32UBGB,North
32UBGC,Old Leake and Wrangle
32UBGD,Pilgrim
32UBGE,Skirbeck
32UBGF,South
32UBGG,Staniland South
32UBGH,Staniland North
32UBGJ,Swineshead and Holland Fen
32UBGK,West
32UBGL,Witham
32UBGM,Wyberton
32UCHC,Alford
32UCHD,Binbrook
32UCHE,Burgh le Marsh
32UCHF,Chapel St Leonards
32UCHG,Coningsby and Tattershall
32UCHH,Croft
32UCHJ,Frithville
32UCHK,Grimoldby
32UCHL,Halton Holegate
32UCHM,Holton le Clay
32UCHN,Horncastle
32UCHP,Hundleby
32UCHQ,Ingoldmells
32UCHR,Legbourne
32UCHS,Ludford
32UCHT,Mablethorpe Central
32UCHU,Mablethorpe East
32UCHW,Mablethorpe North
32UCHX,Mareham le Fen
32UCHY,Marshchapel
32UCHZ,North Holme
32UCJA,North Somercotes
32UCJB,North Thoresby
32UCJC,Priory
32UCJD,Roughton
32UCJE,St Clement's
32UCJF,St James'
32UCJG,St Margaret's
32UCJH,St Mary's
32UCJJ,St Michael's
32UCJK,Scarbrough
32UCJL,Seacroft
32UCJM,Sibsey
32UCJN,Skidbrooke with Saltfleet Haven
32UCJP,Spilsby
32UCJQ,Stickney
32UCJR,Sutton on Sea North
32UCJS,Sutton on Sea South
32UCJT,Tetford
32UCJU,Tetney
32UCJW,Trinity
32UCJX,Trusthorpe and Mablethorpe South
32UCJY,Wainfleet and Friskney
32UCJZ,Willoughby with Sloothby
32UCKA,Winthorpe
32UCKB,Withern with Stain
32UCKC,Woodhall Spa
32UCKD,Wragby
32UDFM,Abbey
32UDFN,Birchwood
32UDFP,Boultham
32UDFQ,Bracebridge
32UDFR,Carholme
32UDFS,Castle
32UDFT,Glebe
32UDFU,Hartsholme
32UDFW,Minster
32UDFX,Moorland
32UDFY,Park
32UEGH,Ashby de la Launde
32UEGJ,Bassingham
32UEGK,Billinghay
32UEGL,Bracebridge Heath and Waddington East
32UEGM,Branston and Mere
32UEGN,Brant Broughton
32UEGP,Cliff Villages
32UEGQ,Cranwell and Byard's Leap
32UEGR,Eagle and North Scarle
32UEGS,Heckington Rural
32UEGT,Heighington and Washingborough
32UEGU,Kyme
32UEGW,Leasingham and Roxholm
32UEGX,Martin
32UEGY,Metheringham
32UEGZ,North Hykeham Forum
32UEHA,North Hykeham Memorial
32UEHB,North Hykeham Mill
32UEHC,North Hykeham Moor
32UEHD,North Hykeham Witham
32UEHE,Osbournby
32UEHF,Ruskington
32UEHG,Skellingthorpe
32UEHH,Sleaford Castle
32UEHJ,Sleaford Holdingham
32UEHK,Sleaford Mareham
32UEHL,Sleaford Navigation
32UEHM,Sleaford Quarrington
32UEHN,Sleaford Westholme
32UEHP,Waddington West
32UFGA,Crowland
32UFGB,Deeping St Nicholas
32UFGC,Donington
32UFGD,Fleet
32UFGE,Gedney
32UFGF,Gosberton Village
32UFGG,Holbeach Hurn
32UFGH,Holbeach St John's
32UFGJ,Holbeach Town
32UFGK,Long Sutton
32UFGL,Pinchbeck
32UFGM,Spalding Castle
32UFGN,Spalding Monks House
32UFGP,Spalding St John's
32UFGQ,Spalding St Mary's
32UFGR,Spalding St Paul's
32UFGS,Spalding Wygate
32UFGT,Surfleet
32UFGU,Sutton Bridge
32UFGW,The Saints
32UFGX,Weston and Moulton
32UFGY,Whaplode
32UGGM,All Saints
32UGGN,Aveland
32UGGP,Barrowby
32UGGQ,Belmont
32UGGR,Bourne East
32UGGS,Bourne West
32UGGT,Deeping St James
32UGGU,Earlesfield
32UGGW,Ermine
32UGGX,Forest
